addr:street,amenity,building,healthcare,name,opening_hours,lon,lat,addr:city,website,addr:country,addr:province,building:levels,healthcare:speciality,historic,owner,source,wikidata,alt_name,shop,contact:phone,contact:website,postal_code,healthcare:for,description,gnis:feature_id,image,note,operator,operator:type,source:date,source_ref,brand,brand:wikidata,ele,height,name:tli,dispensing,operator:wikidata,operator:wikipedia,addr:unit,amenity_1,healthcare:counselling,wikipedia,office,health_facility_type,health_person:type,old_name,fax,contact:facebook,contact:instagram,email,start_date,payment:cash,payment:credit_cards,payment:debit_cards,landuse,addr:housename,wheelchair,addr:full,level,urgent_care,name:en,health_facility,drive_through,payment:apple_pay,contact:twitter,not:brand:wikidata,check_date:opening_hours,payment:american_express,payment:cheque,payment:discover_card,payment:mastercard,payment:visa,brand:website,short_name,branch,facebook,check_date,fixme,operator:short
,clinic,,clinic,Ninilchik Community Clinic,,-151.5293571,59.6479122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,South Peninsula Annex,,-151.5452868,59.6453532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
,doctors,,,Health Care Center,,-155.4840351,64.7364249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindblad Avenue,clinic,,clinic,Girdwood Health Clinic,,-149.134003,60.9636035,Girdwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piper Street,doctors,,doctor,Alaska Urology,Mo-Th 08:00-17:00; Fr 08:00-13:00,-149.8212711,61.1862652,Anchorage,https://www.alaskaurology.com/,,,,urology,,,,,,,,,,,Monday-Thursday 8 AM–5 PM Friday 8 AM–1 PM,,,,,,,,,,,,,,,,t300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piper Street,doctors,,doctor,Alaska Center for Dermatology,Mo-Th 08:00-17:00; Fr 08:00-16:00,-149.8211265,61.1862041,Anchorage,https://dermalaska.com/,,,,dermatology,,,,,,,,,,,,,,,,,,,,,,,,,,,T4-020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geist Road,doctors,,doctor,"McKinley Orthopedic, Sports Medicine & Spine",Mo-Sa 08:00-20:00,-147.8163869,64.8486446,Fairbanks,,,,,orthopaedics;sports_medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1st Avenue,clinic,,,Chief Peter John Building,,-147.7086932,64.8444537,,,,,,,,,,,,,,,,,,,,,Tanana Chiefs Conference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,,,-149.9124386,61.1892525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,Providence Urgent Care,,-149.906055,61.1945636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,"U.S. Department of Veterans Affairs, Domiciliary Care Program",,-149.8856976,61.1934524,,,,,,,,,,,,,,,,veterans,,,,,VA,,,,,,,,,,Q6580225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,
E. Northern Lights Blvd,doctors,,doctor,Medical Park Family Care,Mo-Fr 07:30-18:00; Sa 09:00-14:00,-149.8404206,61.1957942,,https://mpfcak.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,Anchorage Neighborhood Health Center,,-149.8875524,61.1758911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,Lemon Tree Family Medicine,,-149.8913396,61.1451456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,pharmacy,Carrs Aurora Village,,-149.9161769,61.1941968,,https://local.pharmacy.carrsqc.com/ak/anchorage/1650-w-northern-lights-blvd.html,,,,,,,,,,,,,,,,,,,,,,,Carrs,Q5046735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,Alaska Urgent Care & Sports Medicine,,-149.8584184,61.1440729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,pharmacy,Fred Meyer Pharmacy,,-149.7358546,61.2117499,,,,,,,,,,,,,,,,,,,,,,,,,Fred Meyer,Q5495932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,pharmacy,Fred Meyer Pharmacy,,-149.8642474,61.1946074,,,,,,,,,,,,,,,,,,,,,,,,,Fred Meyer,Q5495932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,PM Pediatric Urgent Care,,-149.8689087,61.1886486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Otis Parkway,pharmacy,,pharmacy,Walgreens,"Mo-Fr 07:00-22:00, Sa-Su 08:00-22:00",-149.836877,61.181517,Anchorage,https://www.walgreens.com/locator/walgreens-4353+lake+otis+pkwy-anchorage-ak-99508/id=15653,,,,,,,,,,,,,,,,,,Pharmacy Services Mon - Fri 9am – 5pm* Sat - Sun Closed* Drive-thru service available *Pharmacy closed 1:30 - 2pm for meal break,,,,,Walgreens,Q1591889,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,Store #15653,,,,
,pharmacy,,pharmacy,Carr's Pharmacy,,-149.7359128,61.1964458,,https://local.pharmacy.carrsqc.com/ak/anchorage/7731-e-northern-lights-blvd.html,,,,,,,,,,,,,,,,,,,,,,,Carrs,Q5046735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,"Alaska Cares, Prividence Multidisciplinary Center",,-149.8822748,61.1762572,,,,,,,,,,,,,,,,,,,,,Providence,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,pharmacy,Geneva Woods,,-149.892531,61.1743089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Avenue,clinic,,clinic,354th Medical Group,,-147.0926245,64.6784067,Eielson AFB,https://eielson.tricare.mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn Highway,clinic,,clinic,Cross Road Medical Center,,-145.540928,62.108932,Glennallen,https://www.crossroadmc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East 5th Street,clinic,,clinic,Fort Greely Army Medical Home,,-145.7134337,63.9716633,Fort Greely,https://bassett-wainwright.tricare.mil/Clinics/Fort-Greely-AMH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mechanic Road,clinic,,clinic,Adak Medical Center - EAT,,-176.640263,51.868005,Adak,https://www.eatribes.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neely Road,hospital,,hospital,Bassett Army Community Hospital,,-147.6622292,64.8297002,Fort Wainwright,https://bassett-wainwright.tricare.mil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Rezanof Drive,hospital,,hospital,Providence Kodiak Island Medical Center,,-152.3756077,57.8009,Kodiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piper Street,hospital,,hospital,Alaska Psychiatric Institute,,-149.8298016,61.1850968,Anchorage,,,,,psychiatry,,,,Q16868887,,,,,,,,,,,,,,,,,,,,,,,,,,en:Alaska Psychiatric Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bogard,hospital,,hospital,Mat-Su Regional Outpatient Center,,-149.4270914,61.5864231,Wasilla,https://www.matsuregional.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,,Progressive Physical Therapy,,-149.9025182,61.2153317,,,,,,physical_therapy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,,SEARHC Alicia Roberts Medical Center,,-133.0959374,55.5480121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,pharmacy,Whale Tail Pharmacy,,-133.140818,55.477113,,https://www.whaletailrx.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,Orthopedic Physicians Of Alaska,Mo-Fr 07:30-18:00,-149.8088364,61.1870287,,,,,,orthopaedics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,Providence Family Medicine,,-149.8603723,61.1884788,,,,,,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Front Street,pharmacy,,pharmacy,Juneau Drug Store,"Mo-Fr 10:00-18:00 open ""Pharmacy"" || Mo-Fr 09:00-19:00 open ""Store"", Sa-Su 10:00-18:00 open ""Store""",-134.407223,58.3007013,Juneau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,juneaudrug@hotmail.com,,,,,,,,,,,,,no,,,,,,,,,,,,,https://www.facebook.com/juneaudrugco/,,,
,pharmacy,,pharmacy,Carrs Pharmacy,,-149.8708391,61.1937805,,https://local.pharmacy.carrsqc.com/ak/anchorage/2920-seward-hwy.html,,,,,,,,,,,,,,,,,,,,,,,Carrs,Q5046735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,Providence express care,,-149.8706462,61.1941283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,Anchorage Dermatology and Cosmetics,,-149.8711683,61.1467129,,,,,,dermatology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,dialysis,Liberty Dialysis,,-149.8653962,61.1457085,,,,,,nephrology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,Don Davis,,-149.881425,61.1458845,,,,,,ophthalmology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,Alaska Urgent Care,,-149.8767714,61.1439792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,Wellness Center,,-156.7919946,71.2906944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,pharmacy,Walgreens,,-149.8552492,61.1083021,,,,,,,,,,,,,,,,,,,,,,,,,Walgreens,Q1591889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,pharmacy,Carrs Pharmacy,,-149.8539724,61.1091159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,Matthew Dow,,-149.8348858,61.1367711,,,,,,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,Christina Brown,,-149.8480072,61.1378483,,,,,,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,Advanced Pain Center-Alaska,,-149.844295,61.1400544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,pharmacy,,,-149.8442467,61.1424545,,https://local.pharmacy.carrsqc.com/ak/anchorage/1725-abbott-rd.html,,,,,,,,,,,,,,,,,,,,,,,Carrs,Q5046735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-08-2023,,
,doctors,,doctor,Pediatric Speech-Language Services,,-149.8341471,61.1814709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,Ability Group Pediatric Therapy,,-149.8337179,61.1814709,,,,,,physiatry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,dialysis,Fresenius Kidney Care Tudor Road Dialysis,,-149.8296262,61.1814402,,,,,,nephrology,,,,,,,,,,,,,,,Dialysis Clinic,,,,,,,,,,Q5270633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCI,,,,,
,doctors,,doctor,Alaska OB/GYN,,-149.8391543,61.1812727,,,,,,gynaecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,Caring for Women,Mo-Th 08:00-16:00; Fr 08:00-15:00,-149.8386654,61.1820958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,pharmacy,Lake Otis Medical Supply,,-149.8378083,61.1822863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,pharmacy,Bernie's Pharmacy,,-149.8400047,61.1828447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,PCA Urgent Care - Lake Otis,,-149.8408016,61.1829932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,Primary Care Associates: Glotfelty Beth,,-149.8401855,61.1831191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,Tara Wood,,-149.8402659,61.1830061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,Alaska Women's Advanced Pelvic Surgery & Urogynecology,,-149.8394154,61.183855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,Alaska Endodontics Specialists LLC,,-149.8371922,61.1841552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,OPA–Orthopedic Physicians Alaska,,-149.8376408,61.1856819,,,,,,orthopaedics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,pharmacy,Costco Pharmacy,,-149.8045032,61.2112621,,,,,,,,,,,,,,,,,,,,,,,,,Costco Pharmacy,Q715583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,pharmacy,Carrs Pharmacy,,-149.7767952,61.2081229,,https://local.pharmacy.carrsqc.com/ak/anchorage/5600-debarr-rd.html,,,,,,,,,,,,,,,,,,,,,,,Carrs,Q5046735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,YKHC Health Clinic,,-160.0661999,62.9066104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,,,-158.1130196,64.7346938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,,,-158.7254195,64.328724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,,,-160.1994357,62.6522662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,,Aerospace Medicine,,-149.8080696,61.242361,,,,,,Flight Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pharmacy,,,JBER Satellite Pharmacy,Mo-Fr 08:00-17:00; ph off,-149.765792,61.2345733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,doctors,,doctor,,,-149.877701,61.1452768,,,,,,,,,,,,,,,,,chiropractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
,doctors,,,Live Well Chiropractic,"Mo-Fr 09:00-13:00, 15:00-18:00",-149.88358,61.1803005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,Anchorage Fracture and Orthopedic Clinic,,-149.5646607,61.3408538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,Capstone Clinic,,-149.5643032,61.3407859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,hospital,,hospital,,,-162.2961011,55.0484928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Northern Lights Boulevard,hospital,,,Northern Lights Imaging,Mo-Fr 08:00-18:00,-149.8409453,61.1949647,,https://nliak.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,clinic,,clinic,,,-165.7737431,54.1344421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillips Field Road,clinic,,clinic,VA Clinic,Mo-Fr 07:00-16:30; Sa-Su off,-147.7841034,64.8466694,Fairbanks,https://www.va.gov/alaska-health-care/locations/fairbanks-va-clinic/,,,,,,,,,,,,,,veteran,,,,,Veterans Health Administration,government,,,,,,,,,Q6580225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,VA
Chief William Drive,clinic,,clinic,Aurora Plastic & Hand Surgery,,-147.781793,64.8457219,Fairbanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
